97,0,11.00,1,2009-02-10 00:00:00.000
139,0,14.00,1,2010-01-06 00:00:00.000
234,0,39.06,2,2009-01-31 00:00:00.000
234,0,48.5577,2,2011-11-14 00:00:00.000
234,0,60.0962,2,2012-01-29 00:00:00.000
141,1,14.00,1,2010-01-24 00:00:00.000
95,1,11.00,1,2008-12-19 00:00:00.000
2,1,63.4615,2,2008-01-31 00:00:00.000
3,2,43.2692,2,2007-11-11 00:00:00.000
99,2,11.00,1,2009-01-06 00:00:00.000
143,2,14.00,1,2010-02-13 00:00:00.000
101,3,11.00,1,2009-01-25 00:00:00.000
142,3,14.00,1,2010-03-04 00:00:00.000
14,3,36.0577,2,2010-12-30 00:00:00.000
15,4,32.6923,2,2011-01-18 00:00:00.000
136,4,14.00,1,2009-12-11 00:00:00.000
98,4,11.00,1,2009-02-11 00:00:00.000
96,5,11.00,1,2009-03-02 00:00:00.000
140,5,14.00,1,2010-01-22 00:00:00.000
5,5,32.6923,2,2008-01-06 00:00:00.000
6,6,32.6923,2,2008-01-24 00:00:00.000
94,6,11.00,1,2008-12-12 00:00:00.000
144,6,14.00,1,2009-01-17 00:00:00.000
138,7,14.00,1,2009-02-04 00:00:00.000
100,7,11.00,1,2009-01-12 00:00:00.000
11,7,28.8462,2,2010-12-05 00:00:00.000
13,8,25.00,2,2010-12-23 00:00:00.000
61,8,11.00,1,2009-01-18 00:00:00.000
137,8,14.00,1,2009-02-23 00:00:00.000
135,9,14.00,1,2008-12-04 00:00:00.000
56,9,11.00,1,2009-02-05 00:00:00.000
12,9,25.00,2,2007-12-11 00:00:00.000
57,10,11.00,1,2009-02-23 00:00:00.000
154,10,14.00,1,2008-12-23 00:00:00.000
273,10,72.1154,2,2011-02-15 00:00:00.000
156,11,14.00,1,2009-01-11 00:00:00.000
58,11,11.00,1,2008-12-05 00:00:00.000
59,12,11.00,1,2008-12-24 00:00:00.000
157,12,14.00,1,2009-02-03 00:00:00.000
159,13,14.00,1,2009-02-16 00:00:00.000
60,13,11.00,1,2009-01-11 00:00:00.000
30,14,12.45,1,2009-01-29 00:00:00.000
158,14,14.00,1,2009-03-07 00:00:00.000
274,14,48.101,2,2011-01-04 00:00:00.000
153,15,14.00,1,2008-12-16 00:00:00.000
34,15,12.45,1,2009-02-16 00:00:00.000
10,16,42.4808,2,2009-05-03 00:00:00.000
37,16,12.45,1,2009-03-07 00:00:00.000
155,16,14.00,1,2009-01-04 00:00:00.000
183,17,14.00,1,2009-01-22 00:00:00.000
33,17,12.45,1,2008-12-17 00:00:00.000
31,18,12.45,1,2009-01-04 00:00:00.000
184,18,14.00,1,2009-02-09 00:00:00.000
185,19,14.00,1,2009-02-28 00:00:00.000
29,19,12.45,1,2009-01-23 00:00:00.000
36,20,12.45,1,2009-02-10 00:00:00.000
181,20,14.00,1,2008-12-09 00:00:00.000
285,20,48.101,2,2013-03-14 00:00:00.000
287,21,48.101,2,2012-04-16 00:00:00.000
182,21,14.00,1,2008-12-28 00:00:00.000
28,21,12.45,1,2006-06-30 00:00:00.000
35,22,12.45,1,2009-02-08 00:00:00.000
172,22,6.50,1,2009-01-16 00:00:00.000
172,22,7.25,1,2011-12-01 00:00:00.000
172,22,9.50,1,2013-07-14 00:00:00.000
280,22,23.0769,2,2011-05-31 00:00:00.000
283,23,23.0769,2,2011-05-31 00:00:00.000
175,23,6.50,1,2009-02-02 00:00:00.000
175,23,7.25,1,2011-12-01 00:00:00.000
175,23,9.50,1,2013-07-14 00:00:00.000
32,23,12.45,1,2008-12-29 00:00:00.000
38,24,12.45,1,2010-01-16 00:00:00.000
177,24,6.50,1,2009-02-21 00:00:00.000
177,24,7.25,1,2011-12-01 00:00:00.000
177,24,9.50,1,2013-07-14 00:00:00.000
277,24,23.0769,2,2011-05-31 00:00:00.000
167,25,6.50,1,2008-12-02 00:00:00.000
167,25,7.25,1,2011-12-01 00:00:00.000
167,25,9.50,1,2013-07-14 00:00:00.000
39,25,12.45,1,2010-02-05 00:00:00.000
64,26,12.45,1,2010-02-23 00:00:00.000
170,26,6.50,1,2008-12-21 00:00:00.000
170,26,7.25,1,2011-12-01 00:00:00.000
170,26,9.50,1,2013-07-14 00:00:00.000
281,26,23.0769,2,2011-05-31 00:00:00.000
276,27,23.0769,2,2011-05-31 00:00:00.000
178,27,6.50,1,2009-03-03 00:00:00.000
178,27,7.00,1,2011-12-01 00:00:00.000
178,27,9.50,1,2013-07-14 00:00:00.000
68,27,12.45,1,2009-12-03 00:00:00.000
66,28,12.45,1,2009-12-22 00:00:00.000
174,28,6.75,1,2009-01-27 00:00:00.000
174,28,7.25,1,2011-12-01 00:00:00.000
174,28,9.50,1,2013-07-14 00:00:00.000
176,29,6.50,1,2009-02-14 00:00:00.000
176,29,7.25,1,2011-12-01 00:00:00.000
176,29,9.50,1,2013-07-14 00:00:00.000
65,29,12.45,1,2010-02-23 00:00:00.000
279,29,23.0769,2,2011-05-31 00:00:00.000
63,30,12.45,1,2010-01-29 00:00:00.000
179,30,9.50,1,2009-03-05 00:00:00.000
169,31,9.50,1,2008-12-14 00:00:00.000
69,31,12.45,1,2009-02-15 00:00:00.000
282,31,23.0769,2,2011-05-31 00:00:00.000
67,32,12.45,1,2009-03-05 00:00:00.000
171,32,9.50,1,2009-01-02 00:00:00.000
173,33,9.50,1,2009-01-21 00:00:00.000
70,33,12.45,1,2008-12-15 00:00:00.000
278,33,23.0769,2,2011-05-31 00:00:00.000
290,34,23.0769,2,2012-05-30 00:00:00.000
43,34,12.45,1,2009-01-02 00:00:00.000
168,34,9.50,1,2008-12-07 00:00:00.000
150,35,9.50,1,2009-02-26 00:00:00.000
41,35,12.45,1,2009-01-21 00:00:00.000
288,35,23.0769,2,2013-05-30 00:00:00.000
286,36,23.0769,2,2013-05-30 00:00:00.000
46,36,12.45,1,2009-02-08 00:00:00.000
146,36,9.50,1,2008-12-07 00:00:00.000
147,37,9.50,1,2008-12-26 00:00:00.000
45,37,12.45,1,2009-02-26 00:00:00.000
289,37,23.0769,2,2012-05-30 00:00:00.000
275,38,23.0769,2,2011-05-31 00:00:00.000
44,38,12.45,1,2008-12-08 00:00:00.000
148,38,9.50,1,2009-01-14 00:00:00.000
149,39,9.50,1,2009-01-31 00:00:00.000
42,39,12.45,1,2008-12-27 00:00:00.000
284,39,23.0769,2,2012-09-30 00:00:00.000
16,40,24.00,2,2007-12-20 00:00:00.000
16,40,28.75,2,2009-07-15 00:00:00.000
16,40,37.50,2,2012-04-30 00:00:00.000
134,40,25.00,2,2009-01-14 00:00:00.000
151,40,9.50,1,2009-02-19 00:00:00.000
152,41,25.00,2,2009-02-01 00:00:00.000
72,41,9.50,1,2008-12-01 00:00:00.000
20,41,13.4615,2,2011-01-07 00:00:00.000
17,42,13.4615,2,2007-01-26 00:00:00.000
73,42,9.50,1,2008-12-19 00:00:00.000
180,42,25.00,2,2009-02-20 00:00:00.000
74,43,9.50,1,2009-01-07 00:00:00.000
19,43,13.4615,2,2011-02-14 00:00:00.000
26,43,24.5192,2,2008-12-01 00:00:00.000
21,44,14.4231,2,2009-03-02 00:00:00.000
75,44,9.50,1,2009-01-26 00:00:00.000
222,44,23.5577,2,2008-12-12 00:00:00.000
224,45,8.62,2,2008-01-08 00:00:00.000
224,45,13.50,2,2011-08-31 00:00:00.000
224,45,16.00,2,2012-01-01 00:00:00.000
76,45,9.50,1,2009-02-12 00:00:00.000
22,45,14.4231,2,2008-12-12 00:00:00.000
23,46,14.4231,2,2009-01-12 00:00:00.000
77,46,9.50,1,2009-03-03 00:00:00.000
223,46,16.00,2,2009-01-26 00:00:00.000
225,47,16.00,2,2009-02-13 00:00:00.000
194,47,15.00,1,2008-12-12 00:00:00.000
24,47,14.4231,2,2009-01-18 00:00:00.000
18,48,14.4231,2,2011-02-07 00:00:00.000
4,48,8.62,2,2007-12-05 00:00:00.000
4,48,23.72,2,2010-05-31 00:00:00.000
4,48,29.8462,2,2011-12-15 00:00:00.000
226,48,16.00,2,2009-03-03 00:00:00.000
197,48,15.00,1,2008-12-31 00:00:00.000
198,49,15.00,1,2009-01-04 00:00:00.000
240,49,18.2692,2,2008-12-13 00:00:00.000
250,49,9.86,2,2011-02-21 00:00:00.000
250,49,22.50,2,2011-07-30 00:00:00.000
250,49,30.00,2,2012-07-14 00:00:00.000
260,50,12.75,2,2010-12-06 00:00:00.000
238,50,18.2692,2,2009-01-01 00:00:00.000
202,50,15.00,1,2009-02-05 00:00:00.000
203,51,15.00,1,2009-02-24 00:00:00.000
239,51,16.5865,2,2008-12-25 00:00:00.000
261,51,12.75,2,2010-12-25 00:00:00.000
255,52,18.2692,2,2010-01-11 00:00:00.000
237,52,13.9423,2,2009-02-06 00:00:00.000
193,52,15.00,1,2008-12-06 00:00:00.000
196,53,15.00,1,2008-12-24 00:00:00.000
236,53,13.9423,2,2009-02-25 00:00:00.000
258,53,18.2692,2,2010-01-31 00:00:00.000
235,54,27.1394,2,2008-12-06 00:00:00.000
199,54,15.00,1,2009-01-12 00:00:00.000
257,54,18.2692,2,2010-01-27 00:00:00.000
201,55,15.00,1,2009-01-29 00:00:00.000
259,55,18.2692,2,2010-03-09 00:00:00.000
249,55,43.2692,2,2008-12-25 00:00:00.000
253,56,18.2692,2,2009-12-17 00:00:00.000
262,56,13.4615,2,2009-01-12 00:00:00.000
200,56,15.00,1,2009-01-17 00:00:00.000
204,57,15.00,1,2009-03-08 00:00:00.000
254,57,18.2692,2,2010-01-04 00:00:00.000
241,57,34.7356,2,2009-01-30 00:00:00.000
245,58,26.4423,2,2009-02-18 00:00:00.000
256,58,18.2692,2,2010-01-23 00:00:00.000
195,58,15.00,1,2008-12-17 00:00:00.000
248,59,26.4423,2,2009-03-08 00:00:00.000
251,59,18.2692,2,2009-02-10 00:00:00.000
86,59,15.00,1,2009-01-05 00:00:00.000
79,60,15.00,1,2010-01-24 00:00:00.000
252,60,18.2692,2,2009-02-28 00:00:00.000
242,60,19.00,2,2008-12-18 00:00:00.000
243,61,19.00,2,2009-01-06 00:00:00.000
83,61,15.00,1,2010-02-12 00:00:00.000
7,61,50.4808,2,2009-02-08 00:00:00.000
8,62,40.8654,2,2008-12-29 00:00:00.000
