2001,21,100000.00,412
2001,21,100000.00,574
2001,21,100000.00,716
2001,21,100000.00,732
2001,21,100000.00,926
2001,21,100000.00,1018
2001,21,100000.00,1150
2001,21,100000.00,1160
2001,21,100000.00,1374
2001,21,100000.00,1390
2001,21,100000.00,1436
2001,21,100000.00,1452
2001,21,100000.00,1474
2000,22,100000.00,1876
2000,22,80000.00,1878
2000,22,80000.00,1894
2000,22,100000.00,1920
2000,22,80000.00,1922
2000,22,100000.00,1980
2000,22,80000.00,1982
2000,22,80000.00,1178
2000,22,100000.00,1180
2000,22,80000.00,1248
2000,22,100000.00,1250
2000,22,100000.00,1252
2000,22,100000.00,1048
2000,22,80000.00,1050
2000,22,80000.00,1066
2000,22,100000.00,1068
2000,22,80000.00,602
2000,22,100000.00,546
2000,22,80000.00,548
2000,22,100000.00,508
2000,22,80000.00,436
2000,22,100000.00,438
2000,22,100000.00,430
2000,22,80000.00,432
2000,22,100000.00,336
2000,22,80000.00,342
1999,23,300000.00,338
1999,23,300000.00,340
1999,23,300000.00,348
1999,23,80000.00,296
1999,23,300000.00,534
1999,23,300000.00,536
1999,23,300000.00,538
1999,23,300000.00,540
1999,23,80000.00,520
1999,23,300000.00,564
1999,23,300000.00,824
1999,23,300000.00,826
1999,23,300000.00,846
1999,23,300000.00,860
1999,23,300000.00,862
1999,23,80000.00,1038
1999,23,300000.00,976
1999,23,80000.00,940
1999,23,80000.00,1230
1999,23,300000.00,1312
1999,23,300000.00,1314
1999,23,300000.00,1424
1999,23,300000.00,1426
1999,23,300000.00,1408
1999,23,300000.00,1410
1999,23,300000.00,1328
1999,23,300000.00,1330
1999,23,300000.00,1332
1999,23,300000.00,1334
1999,23,300000.00,1968
1999,23,300000.00,1970
1999,23,80000.00,1948
1999,23,80000.00,1910
1998,24,300000.00,1966
1998,24,100000.00,1448
1998,24,100000.00,1470
1998,24,300000.00,1310
1998,24,300000.00,1326
1998,24,300000.00,1344
1998,24,100000.00,1378
1998,24,150000.00,1394
1998,24,300000.00,1406
1998,24,300000.00,1422
1998,24,150000.00,922
1998,24,300000.00,882
1998,24,300000.00,962
1998,24,150000.00,1014
1998,24,150000.00,1146
1998,24,150000.00,1112
1998,24,300000.00,974
1998,24,300000.00,858
1998,24,300000.00,872
1998,24,300000.00,822
1998,24,300000.00,836
1998,24,300000.00,780
1998,24,150000.00,610
1998,24,300000.00,624
1998,24,150000.00,712
1998,24,100000.00,728
1998,24,100000.00,544
1998,24,300000.00,562
1998,24,300000.00,522
1998,24,300000.00,472
1998,24,300000.00,330
1998,24,300000.00,374
1998,24,100000.00,390
1997,25,80000.00,332
1997,25,80000.00,492
1997,25,150000.00,702
1997,25,80000.00,598
1997,25,150000.00,802
1997,25,150000.00,754
1997,25,80000.00,1174
1997,25,150000.00,1136
1997,25,80000.00,1044
1997,25,80000.00,1062
1997,25,150000.00,1004
1997,25,150000.00,912
1997,25,80000.00,1236
1997,25,80000.00,1244
1997,25,150000.00,1796
1997,25,80000.00,1890
1997,25,80000.00,1872
1997,25,80000.00,1994
1997,25,80000.00,1916
1997,25,80000.00,1954
1996,26,80000.00,1944
1996,26,150000.00,1476
1996,26,80000.00,1226
1996,26,80000.00,1202
1996,26,300000.00,1430
1996,26,150000.00,1454
1996,26,100000.00,1438
1996,26,100000.00,1388
1996,26,150000.00,1372
1996,26,300000.00,1338
1996,26,80000.00,936
1996,26,100000.00,1020
1996,26,300000.00,980
1996,26,80000.00,1034
1996,26,100000.00,1152
1996,26,150000.00,1162
1996,26,300000.00,830
1996,26,300000.00,866
1996,26,300000.00,876
1996,26,100000.00,718
1996,26,150000.00,734
1996,26,80000.00,516
1996,26,100000.00,576
1996,26,300000.00,356
1996,26,80000.00,292
1996,26,150000.00,414
1996,26,100000.00,424
1995,27,300000.00,362
1995,27,300000.00,526
1995,27,300000.00,476
1995,27,150000.00,706
1995,27,150000.00,708
1995,27,150000.00,604
1995,27,150000.00,606
1995,27,300000.00,840
1995,27,150000.00,1140
1995,27,150000.00,1142
1995,27,150000.00,1116
1995,27,150000.00,1118
1995,27,150000.00,1008
1995,27,150000.00,1010
1995,27,150000.00,916
1995,27,150000.00,918
1995,27,300000.00,886
1995,27,300000.00,1348
1995,27,150000.00,1398
1995,27,150000.00,1400
1995,27,300000.00,1828
1994,28,150000.00,1800
1994,28,80000.00,1880
1994,28,80000.00,1896
1994,28,80000.00,1912
1994,28,80000.00,1924
1994,28,80000.00,1950
1994,28,80000.00,1984
1994,28,80000.00,1182
1994,28,80000.00,1232
1994,28,80000.00,1254
1994,28,150000.00,908
1994,28,80000.00,942
1994,28,150000.00,1000
1994,28,150000.00,1132
1994,28,80000.00,1040
1994,28,80000.00,1052
1994,28,80000.00,1070
1994,28,150000.00,750
1994,28,150000.00,640
1994,28,80000.00,510
1994,28,150000.00,514
1994,28,80000.00,550
1994,28,80000.00,344
1994,28,80000.00,298
1994,28,80000.00,416
1994,28,80000.00,434
1994,28,80000.00,440
1993,29,300000.00,360
1993,29,80000.00,648
1993,29,80000.00,666
1993,29,300000.00,834
1993,29,300000.00,870
1993,29,300000.00,880
1993,29,80000.00,1030
1993,29,300000.00,984
1993,29,80000.00,1222
